"bioID","firstName","middleName","lastName","fullGivenName","nameSuffix","nameNick","pos","height","weight","college","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate","race"
"lampema01","Maciej","Boleslaw","Lampe","","","","F","83","240","none","1985-02-05","Lodz","","POL","","","","","0000-00-00","W"
"lamplse01","Sean","James","Lampley","","","","F","79","215","California","1979-09-03","Harvey","IL","USA","St. Francis DeSales","Chicago","IL","USA","0000-00-00","B"
"landsma01","Mark","Walter","Landsberger","","","","F-C","80","215","Arizona State","1955-05-21","Minot","ND","USA","Mounds View","St. Paul","MN","USA","0000-00-00","W"
"laneje01","Jerome","","Lane","","","","F","78","230","Pittsburgh","1966-12-04","Akron","OH","USA","St. Vincent-St. Mary","Akron","OH","USA","0000-00-00","B"
"langan01","Andrew","Charles","Lang","","Jr.","","C","83","245","Arkansas","1966-06-28","Pine Bluff","AR","USA","Dollarway","Pine Bluff","AR","USA","0000-00-00","B"
"langan02","Antonio","Maurice","Lang","","","","F-G","80","205","Duke","1972-05-15","Mobile","AL","USA","LeFlore","Mobile","AL","USA","0000-00-00","B"
"langdtr01","Trajan","Shaka","Langdon","","","","G","75","195","Duke","1976-05-13","Palo Alto","CA","USA","Anchorage Christian","Anchorage","AK","USA","0000-00-00","B"
"langja01","James","","Lang","","","","C","82","285","none","1983-10-17","Mobile","AL","USA","Central Park Christian School / Shaw","Birmingham / Shaw","AL / AL","USA","0000-00-00","B"
"laresyo01","York","Bruno","Larese","","","","G","76","183","North Carolina  ","1938-07-18","New York","NY","USA","St. Ann's Academy","New York","NY","USA","0000-00-00","W"
"larueru01","Rusty","","LaRue","","","","G","74","185","Wake Forest","1973-12-10","Winston-Salem","NC","USA","Northwest Senior","Greensboro","NC","USA","0000-00-00","W"
"laskojo01","John","","Laskowski","","","","G","77","185","Indiana","1953-06-07","South Bend","IN","USA","St. Joseph","South Bend","IN","USA","0000-00-00","W"
"laudepr01","Priest","","Lauderdale","","","","C","88","325","Central State (OH)","1973-08-31","Chicago","IL","USA","Carver","Chicago","IL","USA","0000-00-00","B"
"lauriha01","Harry","","Laurie","","","","G","73","178","St. Peter's","1944-11-02","(ht) Jersey City","NJ","USA","Lincoln","Jersey City","NJ","USA","0000-00-00","B"
"lawalga01","Gani","Oladimeji","Lawal","","Jr.","","F","81","234","Georgia Tech","1988-11-07","College Park","GA","USA","Norcross","Norcross","GA","USA","0000-00-00","B"
"lawreed01","Edmund","","Lawrence","","","Ed","C","83.5","228","McNeese State","1952-12-08","Lake Charles","LA","USA","W.O. Boston","Lake Charles","LA","USA","0000-00-00","B"
"lawsoja01","Jason","L.","Lawson","","","","C","83","240","Villanova","1974-09-02","Philadelphia","PA","USA","Olney","Philadelphia","PA","USA","0000-00-00","B"
"leaveal01","Allen","Frazier","Leavell","","","","G","73","170","Oklahoma City","1957-05-27","Muncie","IN","USA","Muncie Central","Muncie","IN","USA","0000-00-00","B"
"leckner01","Eric","Charles","Leckner","","","","C-F","83","265","Wyoming","1966-05-27","Inglewood","CA","USA","Mira Costa","Manhattan Beach","CA","USA","0000-00-00","W"
"leecl01","Clyde","Wayne","Lee","","","","F-C","81","200","Vanderbilt","1944-03-14","Nashville","TN","USA","David Lipscomb","Nashville","TN","USA","0000-00-00","W"
"leeda01","David","G.","Lee","","","Dave, The Bruiser","F","79","225","San Francisco","1942-03-31","Modesto","CA","USA","Modesto","Modesto","CA","USA","0000-00-00","W"
"leeda02","David","","Lee","","","","F","81","249","Florida","1983-04-29","St. Louis","MO","USA","Chaminade Prep","St. Louis","MO","USA","0000-00-00","W"
"leege01","George","C.","Lee","","","","F-G","76","200","Michigan","1936-11-23","","","","Highland Park","Highland Park","MI","USA","0000-00-00","W"
"leeke01","Keith","DeWayne","Lee","","","","F-C","82","215","Memphis State","1962-12-28","West Memphis","AR","USA","West Memphis","West Memphis","AR","USA","0000-00-00","B"
"leeku01","Kurk","","Lee","","","","G","73","185","Towson State","1967-06-03","Baltimore","MD","USA","Dunbar","Baltimore","MD","USA","0000-00-00","B"
"leema01","Malcolm","T.","Lee","","","","G","77","200","UCLA","1990-05-22","Riverside","CA","USA","John W. North","Riverside","CA","USA","0000-00-00","B"
"leero02","Rock","Alan","Lee","","","","C","82","220","San Diego State","1955-05-01","LaJolla","CA","USA","Madison","San Diego","CA","USA","0000-00-00","W"
"lehmage01","George","","Lehmann","","","","G","72","180","Campbell JC","1942-05-01","Riverside","NJ","USA","Camden Catholic (DNP)","Camden","NJ","USA","0000-00-00","W"
"lenarvo01","Voshon","Kelan","Lenard","","","","G","76","205","Minnesota","1973-05-14","Detroit","MI","USA","Southwestern","Detroit","MI","USA","0000-00-00","B"
"lentzle01","Leary","Lee","Lentz","","","","F","78","200","Houston","1945-02-23","Clarkton","MO","USA","Cahokia","Cahokia","IL","USA","0000-00-00","W"
"leonaga01","Gary","Francis","Leonard","","","","C","85","240","Missouri","1967-02-16","Belleville","IL","USA","East","Belleville","IL","USA","0000-00-00","W"
"leonaka01","Kawhi","","Leonard","","","","F","79","225","San Diego St.","1991-06-29","Riverside","CA","USA","Martin Luther King","Riverside","CA","USA","0000-00-00","B"
"leslitr01","Travis","Demetrius","Leslie","","","","G","76","205","Georgia","1990-03-29","Atlanta","GA","USA","Columbia","Decatur","GA","USA","0000-00-00","B"
"lestero01","Ronnie","","Lester","","","","G","74","175","Iowa","1959-01-01","Canton","MS","USA","Dunbar","Chicago","IL","USA","0000-00-00","B"
"lettcl01","Clifford","Earl","Lett","","","","G","75","170","Florida","1965-12-23","Pensacola","FL","USA","Pensacola","Pensacola","FL","USA","0000-00-00","B"
"leuerjo01","Jon","","Leuer","","","","F","82","228","Wisconsin","1989-05-14","Long Lake","MN","USA","Orono","Long Lake","MN","USA","0000-00-00","W"
"levanan01","Andrew","Joseph","Levane","","","Fuzzy","F-G","74","190","St. John's (NY)","1920-04-11","Brooklyn","NY","USA","James Madison","Brooklyn","NY","USA","2012-04-30","W"
"lewisce01","Cedric","","Lewis","","","","F-C","81","230","Maryland","1969-09-24","Washington","DC","USA","John Carroll","Bel Air","MD","USA","0000-00-00","B"
"lewisgr01","Grady","W.","Lewis","","","","F-C","79","215","Oklahoma","1917-03-25","Boyd","TX","USA","Mangum","Mangum","OK","USA","2009-03-11","W"
"lewisma01","Martin","","Lewis","","","","F","77","210","Seward County CC","1975-04-28","Liberal","KS","USA","Liberal","Liberal","KS","USA","0000-00-00","B"
"lewisqu01","Quincy","Lavell","Lewis","","","","F","79","215","Minnesota","1977-06-26","Little Rock","AR","USA","Parkview Arts/Sc. Mag","Little Rock","AR","USA","0000-00-00","B"
"lewisra01","Ralph","Adolphus","Lewis","","","","G","78","200","LaSalle","1963-03-28","Philadelphia","PA","USA","Frankford","Philadelphia","PA","USA","0000-00-00","B"
"lewisra02","Rashard","Quovon","Lewis","","","Young Fella","F","82","215","none","1979-08-08","Pineville","LA","USA","Alief Elsik","Houston","TX","USA","0000-00-00","B"
"liberma01","Marcus","","Liberty","","","Doc","F","80","205","Illinois","1968-10-27","Chicago","IL","USA","Martin Luther King","Chicago","IL","USA","0000-00-00","B"
"lichtto01","Todd","Samuel","Lichti","","","","G-F","76","205","Stanford","1967-01-08","Walnut Creek","CA","USA","Mt. Diablo","Concord","CA","USA","0000-00-00","W"
"lieboba01","Barry","","Liebowitz","","","","G","74","180","LIU","1945-09-10","New York","NY","USA","DeWitt Clinton","Bronx","NY","USA","0000-00-00","W"
"liggide01","DeAndre","Desmond","Liggins","","","","G","78","209","Kentucky","1988-03-31","Chicago","IL","USA","Findley Prep","Henderson","NV","USA","0000-00-00","B"
"linje01","Jeremy","Shu-How","Lin","","","","G","75","200","Harvard","1988-08-23","Palo Alto","CA","USA","Palo Alto","Palo Alto","CA","USA","0000-00-00","O"
"listeal01","Alton","Lavelle","Lister","","","","C-F","84","240","Arizona State","1958-10-01","Dallas","TX","USA","Woodrow Wilson","Dallas","TX","USA","0000-00-00","B"
"livinra01","Randy","Anthony","Livingston","","","","G","76","209","Louisiana State","1975-04-02","New Orleans","LA","USA","Newman","New Orleans","LA","USA","0000-00-00","B"
"livinsh01","Shaun","","Livingston","","","","G","79","175","none","1985-09-11","Peoria","IL","USA","Richwoods / Central","Peoria","IL","USA","0000-00-00","B"
"llamaho01","Horacio","","Llamas Grey","","","","C","83","285","Grand Canyon","1973-07-17","El Rosario","","MEX","","","","","0000-00-00","W"
"lloydea01","Earl","Francis","Lloyd","","","Big Cat, Moon Fixer","F-C","77","200","West Virginia State","1928-04-03","Alexandria","VA","USA","Parker-Gray","Alexandria","VA","USA","0000-00-00","B"
"lloydle01","Lewis","Kevin","Lloyd","","","","G-F","78","205","Drake","1959-02-22","Philadelphia","PA","USA","Overbrook","Philadelphia","PA","USA","0000-00-00","B"
"lloydsc01","Scott","G.","Lloyd","","","","C-F","82","230","Arizona State","1952-12-19","Chicago","IL","USA","East","Phoenix","AZ","USA","0000-00-00","W"
"lockhda01","Darrell","","Lockhart","","","","C","81","245","Auburn","1960-09-14","Thomaston","GA","USA","Robert E. Lee","Thomaston","GA","USA","0000-00-00","B"
"lockhia01","Ian","DeWitt","Lockhart","","","","F","80","240","Tennessee","1967-06-25","Nassau","","BAH","Christian Academy","Nassau","","BAH","0000-00-00","B"
"loderke01","Kevin","Allen","Loder","","","","F-G","78","205","Alabama State","1959-03-15","Cassopolis","MI","USA","Ross Beatty","Cassopolis","MI","USA","0000-00-00","B"
"loganhe01","Henry","Lee","Logan","","","The Hawk","G","72","180","Western Carolina","1946-03-14","Asheville","NC","USA","Stephens-Lee","Asheville","NC","USA","0000-00-00","B"
"loganjo01","John","Arnold","Logan","","","Johnny","G","74","175","Indiana","1921-01-01","Richmond","IN","USA","Richmond","Richmond","IN","USA","1977-09-02","W"
"lohaubr01","Brad","Allen","Lohaus","","","Big Bird","C-F","83","230","Iowa","1964-09-29","New Ulm","MN","USA","Greenway","Phoenix","AZ","USA","0000-00-00","W"
"longgr01","Grant","Andrew","Long","","","","F","80","225","Eastern Michigan","1966-03-12","Wayne","MI","USA","Romulus","Romulus","MI","USA","0000-00-00","B"
"longjo01","John","Eddie","Long","","","Johnny","G-F","77","195","Detroit","1956-08-28","Romulus","MI","USA","Romulus","Romulus","MI","USA","0000-00-00","B"
"longpa01","Paul","Richard","Long","","","","G","74","178","Virginia Tech","1944-02-08","Louisville","KY","USA","Waggener","Louisville","KY","USA","0000-00-00","W"
"longwi01","Willie","","Long","","","","F-C","80","225","New Mexico","1950-03-01","Fort Wayne","IN","USA","South Side","Fort Wayne","IN","USA","0000-00-00","B"
"lorthry01","Ryan","","Lorthridge","","","Flyin' Ryan","G","76","190","Jackson State","1972-07-27","Nashville","TN","USA","Murrah","Jackson","MS","USA","0000-00-00","B"
"lottpl01","Plummer","E.","Lott","","","","F-G","77","210","Seattle","1945-12-11","","","","Jim Hill","Jackson","MS","USA","0000-00-00","B"
"loughke01","Kevin","Michael","Loughery","","","Murph","G","75","190","St. John's (NY)","1940-03-28","Brooklyn","NY","USA","Cardinal Hayes","Bronx","NY","USA","0000-00-00","W"
"lovelcl01","Clyde","Edward","Lovellette","","","The Boomer, Boom-Boom & others","C-F","81","230","Kansas","1929-09-07","Petersburg","IN","USA","Garfield","Terre Haute","IN","USA","0000-00-00","W"
"lowesi01","Sidney","Rochell","Lowe","","","","G","72","195","North Carolina State","1960-01-21","Washington","DC","USA","DeMatha Catholic","Hyattsville","MD","USA","0000-00-00","B"
"lowryky01","Kyle","","Lowry","","","","G","72","175","Villanova","1986-03-25","Philadelphia","PA","USA","Cardinal Dougherty","Philadelphia","PA","USA","0000-00-00","B"
"lucasje01","Jerry","Ray","Lucas","","","Luke","F-C","80","230","Ohio State","1940-03-30","Middletown","OH","USA","Middletown","Middletown","OH","USA","0000-00-00","W"
"lucasjo01","John","Harding","Lucas","","Jr.","Luke","G","74.5","175","Maryland","1953-10-31","Durham","NC","USA","Hillside","Durham","NC","USA","0000-00-00","B"
"lucasjo02","John","Harding","Lucas","","III","","G","71","165","Oklahoma State","1982-11-21","Washington","DC","USA","Bellaire","Houston","TX","USA","0000-00-00","B"
"lucasma01","Maurice","D.","Lucas","","","Luke, Mo","F-C","81","215","Marquette","1952-02-18","Pittsburgh","PA","USA","Schenley","Pittsburgh","PA","USA","2010-10-31","B"
"luety01","Tyronn","Jamar","Lue","","","","G","72","175","Nebraska","1977-05-03","Mexico","MO","USA","Raytown","Kansas City","MO","USA","0000-00-00","B"
"lumpkph01","Phil","","Lumpkin","","","","G","72","165","Miami (OH)","1951-12-20","Dayton","OH","USA","Roth","Dayton","OH","USA","2009-11-02","B"
"lynchge01","George","DeWitt","Lynch","","III","","F","80","218","North Carolina  ","1970-09-03","Roanoke","VA","USA","Patrick Henry / Flint Hill Prep","Roanoke / Oakton","VA","USA","0000-00-00","B"
"lynchke01","Kevin","Joseph","Lynch","","","","G-F","77","195","Minnesota","1968-12-24","Bloomington","MN","USA","Thomas Jefferson","Bloomington","MN","USA","0000-00-00","W"
"lynnlo01","Lonnie","","Lynn","","","","F","79","215","Wilberforce","1943-05-24","Chicago","IL","USA","DuSable","Chicago","IL","USA","0000-00-00","B"
"maccuto01","Todd","Carlyle","MacCulloch","","","","C","84","255","Washington","1976-01-27","Winnipeg","MAN","CAN","Shaftesbury","Winnipeg","MB","CAN","0000-00-00","W"
"macijar01","Arvydas","","Macijauskas","","","","G","76","214","none","1980-01-19","Klaipeda","","LTU","","","","","0000-00-00","W"
"mackema01","Malcolm","Malik","Mackey","","","","F-C","81","248","Georgia Tech","1970-07-11","Chattanooga","TN","USA","Brainerd","Chattanooga","TN","USA","0000-00-00","B"
"macksa01","Sam","","Mack","","","","F-G","79","218","Houston","1970-05-26","Chicago","IL","USA","Thornridge","Dolton","IL","USA","0000-00-00","B"
"maconma01","Mark","L.","Macon","","","","G","76","185","Temple","1969-04-14","Saginaw","MI","USA","Buena Vista","Saginaw","MI","USA","0000-00-00","B"
"macyky01","Kyle","Robert","Macy","","","","G","75","175","Kentucky","1957-04-09","Fort Wayne","IN","USA","Peru","Peru","IN","USA","0000-00-00","W"
"maddoja01","Jack","C.","Maddox","","","","F-G","74.5","185","West Texas State","1921-12-10","","","","Wichita Falls","Wichita Falls","TX","USA","2006-07-09","W"
"madkige01","Gerald","","Madkins","","Jr.","","G","76","200","UCLA","1969-04-18","Merced","CA","USA","Merced","Merced","CA","USA","0000-00-00","B"
"madsema01","Mark","Ellsworth","Madsen","","","Mad Dog","F","81","236","Stanford","1976-01-28","Walnut Creek","CA","USA","San Ramon Valley","Danville","CA","USA","0000-00-00","W"
"maggeco01","Corey","Antoine","Maggette","","","","F-G","78","218","Duke","1979-11-12","Melrose Park","IL","USA","Fenwick","Oak Park","IL","USA","0000-00-00","B"
"magloja01","Jamaal","Dane","Magloire","","","Jam","F-C","82","259","Kentucky","1978-05-21","Toronto","ON","CAN","Eastern School of Commerce","Toronto","ON","CAN","0000-00-00","B"
"mahnkjo01","John","E.","Mahnken","","","Long John","C","80","220","Georgetown","1922-06-16","Jersey City","NJ","USA","West New York Memorial","Weehawken","NJ","USA","2000-12-14","W"
"mahonbr01","Brian","C.","Mahoney","","","","G","75","175","Manhattan","1948-12-17","","","","St. Agnes","Rockville Centre","NY","USA","0000-00-00","W"
"majorre01","Renaldo","","Major","","","","F","79","190","Fresno State","1982-05-07","Chicago","IL","USA","Carver","Chicago","IL","USA","0000-00-00","B"
"malamli01","Lionel","","Malamed","","","","G","69","150","CCNY","1924-11-15","","","","James Monroe","Bronx","NY","USA","1989-09-17","W"
"malonka01","Karl","Anthony","Malone","","","The Mailman","F-C","81","250","Louisiana Tech","1963-07-24","Summerfield","LA","USA","Summerfield","Summerfield","LA","USA","0000-00-00","B"
"malonmo01","Moses","Eugene","Malone","","","Mo","C-F","82","215","none","1955-03-23","Petersburg","VA","USA","Petersburg","Petersburg","VA","USA","0000-00-00","B"
"mandijo01","John","J.","Mandic","","","","F-C","76","195","Oregon State","1919-10-03","Los Angeles","CA","USA","Roosevelt","Los Angeles","CA","USA","2003-06-22","W"
"mannigu01","Guy","R.","Manning","","","","F","78","195","Prairie View A&M","1944-02-04","Oakwood","TX","USA","Butler","Oakwood","TX","USA","0000-00-00","B"
"mannipa01","Pace","Shewan","Mannion","","","","G","79","190","Utah","1960-09-22","Salt Lake City","UT","USA","Chaparral","Las Vegas","NV","USA","0000-00-00","W"
"marblro01","Roy","Lane","Marble","","Jr.","","G-F","78","190","Iowa","1966-12-13","Flint","MI","USA","Beecher","Flint","MI","USA","0000-00-00","B"
"marbust01","Stephon","Xzavior","Marbury","","","Starbury","G","74","180","Georgia Tech","1977-02-20","Brooklyn","NY","USA","Abraham Lincoln","Brooklyn","NY","USA","0000-00-00","B"
"mariasa01","Saul","George","Mariaschin","","","aka Saul Marsch","G","71","165","Harvard","1924-09-01","(ht) Brooklyn","NY","USA","Lafayette","Brooklyn","NY","USA","0000-00-00","W"
"mariosh01","Shawn","Dwayne","Marion","","","","F","79","215","UNLV","1978-05-07","Chicago","IL","USA","Clarksville","Clarksville","TN","USA","0000-00-00","B"
"markoda01","Damir","","Markota","","","AKA Damir Omerhodzic","F","82","225","none","1985-12-26","Sarajevo","","BOS","","","","","0000-00-00","W"
"marksse01","Sean","Andrew","Marks","","","","F-C","82","250","California","1975-08-23","Auckland","","NZL","Rangitoto School","Auckland","","NZL","0000-00-00","W"
"marlaha01","Harvey","W.","Marlatt","","","","G","75","185","Eastern Michigan","1948-08-26","","","","Alpena","Alpena","MI","USA","0000-00-00","W"
"marshdo01","Donyell","Lamar","Marshall","","","","F","81","218","Connecticut","1973-05-18","Reading","PA","USA","Reading","Reading","PA","USA","0000-00-00","B"
"marshdo02","Donny","E.","Marshall","","","","F","79","230","Connecticut","1972-07-17","Detroit","MI","USA","Federal Way","Federal Way","WA","USA","0000-00-00","B"
"marshra01","Rawle","Junior Kalomo","Marshall","","","","G-F","79","190","Oakland (MI)","1982-02-20","Georgetown","","GUY","Mackenzie","Detroit","MI","USA","0000-00-00","B"
"marshve01","Vester","","Marshall","","","","F","79","200","Oklahoma","1948-12-22","(ht) Tuscaloosa","AL","USA","Druid","Tuscaloosa","AL","USA","0000-00-00","B"
"martibr01","Brian","","Martin","","","","F","81","212","Kansas","1962-08-18","Fort Smith","AR","USA","Northwest","Wichita","KS","USA","0000-00-00","W"
"marticu01","Cuonzo","LaMar","Martin","","","","G-F","77","213","Purdue","1971-09-23","St. Louis","MO","USA","Lincoln / New Hampton","East St. Louis / New Hampton","IL / NH","USA","0000-00-00","B"
"martida01","Darrick","David","Martin","","","","G","71","170","UCLA","1971-03-06","Denver","CO","USA","St. Anthony","Long Beach","CA","USA","0000-00-00","B"
"martike01","Kenyon","Lee","Martin","","","K-Mart","F-C","81","230","Cincinnati","1977-12-30","Saginaw","MI","USA","Bryan Adams","Dallas","TX","USA","0000-00-00","B"
"martike02","Kevin","Dallas","Martin","","Jr.","","G","79","185","Western Carolina","1983-02-01","Zanesville","OH","USA","Zanesville","Zanesville","OH","USA","0000-00-00","B"
"martila01","Larue","","Martin","","","","C","83","208","Loyola (IL)","1950-03-30","Chicago","IL","USA","De La Salle","Chicago","IL","USA","0000-00-00","B"
"martisl01","Slater","Nelson","Martin","","Jr.","Dugie, Texas Tornado, Dugan","G","70","170","Texas","1925-10-22","El Mina","TX","USA","Jefferson Davis","Houston","TX","USA","0000-00-00","W"
"mashbja01","Jamal","","Mashburn","","","","F","80","240","Kentucky","1972-11-29","New York","NY","USA","Cardinal Hayes","Bronx","NY","USA","0000-00-00","B"
"masonan01","Anthony","George Douglas","Mason","","","Mase","F","79","250","Tennessee State","1966-12-14","Miami","FL","USA","Springfield Gardens","Springfield Gardens","NY","USA","0000-00-00","B"
"masonde01","Desmond","Tremaine","Mason","","","","F","77","215","Oklahoma State","1977-10-11","Waxahachie","TX","USA","Waxahachie","Waxahachie","TX","USA","0000-00-00","B"
"masonro01","Roger","Phillip","Mason","","Jr.","","G","76","199","Virginia","1980-09-10","Washington","DC","USA","Good Counsel","Wheaton","MD","USA","0000-00-00","B"
"masseto01","Tony","Arnel","Massenburg","","","","F","81","220","Maryland","1967-07-13","Sussex","VA","USA","Sussex Central","Sussex","VA","USA","0000-00-00","B"
"maxeyma01","Marlon","Lee","Maxey","","","","F","80","250","UTEP","1969-02-19","Chicago","IL","USA","Percy L. Julian","Chicago","IL","USA","0000-00-00","B"
"maxieja01","Jason","Dior","Maxiell","","","J-Max","F","79","260","Cincinnati","1983-02-18","Chicago","IL","USA","Newman Smith","Carrollton","TX","USA","0000-00-00","B"
"maxwece01","Cedric","Bryan","Maxwell","","","Cornbread","F","80","205","UNC-Charlotte","1955-11-21","Kinston","NC","USA","Kinston","Kinston","NC","USA","0000-00-00","B"
"maxweve01","Vernon","","Maxwell","","","Hawk, Mad Max","G","76","180","Florida","1965-09-12","Gainesville","FL","USA","Buchholz","Gainesville","FL","USA","0000-00-00","B"
"mayescl01","Clyde","C.","Mayes","","Jr.","Wide Clyde, Marvelous","F","80","225","Furman","1953-03-17","Greenville","SC","USA","Wade Hampton","Greenville","SC","USA","0000-00-00","B"
"mayesth01","Tharon","R.","Mayes","","","","G","75","175","Florida State","1968-09-09","New Haven","CT","USA","Hillhouse","New Haven","CT","USA","0000-00-00","B"
"maysc01","Scott","Glenn","May","","","","F","78.5","215","Indiana","1954-03-19","Sandusky","OH","USA","Sandusky","Sandusky","OH","USA","0000-00-00","B"
"mayse01","Sean","Gregory","May","","","","F","81","266","North Carolina","1984-04-04","Chicago","IL","USA","Bloomington North","Bloomington","IN","USA","0000-00-00","B"
"maystr01","Travis","Cortez","Mays","","","","G","74","185","Texas","1968-06-19","Ocala","FL","USA","Vanguard","Ocala","FL","USA","0000-00-00","B"
"mbengdj01","Didier","","Ilunga-Mbenga","","","D.J.","C","84","245","none","1980-12-30","Kinshasa","","CON","","","","","0000-00-00","B"
"mccanbr01","Brendan","Michael","McCann","","","Blinky","G","74","178","St. Bonaventure","1935-07-05","Brooklyn","NY","USA","Manual Training","Brooklyn","NY","USA","0000-00-00","W"
"mccanra01","Rashad","Dion","McCants","","","","G","76","207","North Carolina","1984-09-25","Asheville","NC","USA","New Hampton Prep / Erwin","New Hampton / Asheville","NH / NC","USA","0000-00-00","B"
"mccaran01","Andre","Eugene","McCarter","","","","G","75","190","UCLA","1953-08-25","Philadelphia","PA","USA","Overbrook","Philadelphia","PA","USA","0000-00-00","B"
"mccarke01","Kelly","Deshawn","McCarty","","","","G-F","79","200","Southern Mississippi","1975-08-24","Chicago","IL","USA","Quitman","Quitman","MS","USA","0000-00-00","B"
"mccarwa01","Walter","Lee","McCarty","","","","F","82","230","Kentucky","1974-02-01","Evansville","IN","USA","Harrison","Evansville","IN","USA","0000-00-00","B"
"mccarwi01","Willie","J.","McCarter","","","","G","75","170","Drake","1946-07-26","Gary","IN","USA","Roosevelt","Gary","IN","USA","0000-00-00","B"
"mccasam01","Amal","Omari","McCaskill","","","","F-C","83","235","Marquette","1973-10-28","Maywood","IL","USA","St. Joseph","Westchester","IL","USA","0000-00-00","B"
"mccladw01","Dwayne","Edward","McClain","","","","G","78","185","Villanova","1963-02-07","Worcester","MA","USA","Holy Name","Worcester","MA","USA","0000-00-00","B"
"mccloge01","George","Aaron","McCloud","","III","","G-F","78","205","Florida State","1967-05-27","Daytona Beach","FL","USA","Mainland","Daytona Beach","FL","USA","0000-00-00","B"
"mcconjo01","John","R.","McConathy","","","","F","77","195","Northwest Louisiana","1930-04-09","Gibsland","LA","USA","Bryceland","Bryceland","LA","USA","0000-00-00","W"
"mccorke01","Keith","Rennae","McCord","","","","G","79","210","Alabama-Birmingham","1957-06-22","Birmingham","AL","USA","West End","Birmingham","AL","USA","0000-00-00","B"
"mccoyje01","Jelani","Marwan","McCoy","","","Big Lon, J Mac","C","82","245","UCLA","1977-12-06","Oakland","CA","USA","St. Augustine","San Diego","CA","USA","0000-00-00","B"
"mccrach01","Chris","","McCray","","","","G","77","192","Maryland","1984-05-27","Capitol Heights","MD","USA","Fairmont Heights","Capitol Heights","MD","USA","0000-00-00","B"
"mccrapa01","Paul","George","McCracken","","","","G","76","180","Cal State - Northridge","1950-09-11","New York","NY","USA","Hillhouse","New Haven","CT","USA","0000-00-00","B"
"mccraro01","Rodney","Earl","McCray","","","","F-G","79","220","Louisville","1961-08-29","Mount Vernon","NY","USA","Mount Vernon","Mount Vernon","NY","USA","0000-00-00","B"
"mcculjo01","John","P.","McCullough","","","","G","76","190","Oklahoma","1956-10-05","Lima","OH","USA","Lima","Lima","OH","USA","0000-00-00","W"
"mcdancl01","Clint","","McDaniel","","","","G","76","180","Arkansas","1972-02-26","Tulsa","OK","USA","Booker T. Washington","Tulsa","OK","USA","0000-00-00","B"
"mcdanxa01","Xavier","Maurice","McDaniel","","","X, X-Man","F","79","205","Wichita State","1963-06-04","Columbia","SC","USA","A.C. Flora","Columbia","SC","USA","0000-00-00","B"
"mcdongl01","Glenn","Stuart","McDonald","","","","F-G","78","190","Long Beach State","1952-03-18","Kewanee","IL","USA","Jefferson","Los Angeles","CA","USA","0000-00-00","B"
"mcdonmi01","Michael","Dewayne","McDonald","","","","C","82","232","New Orleans","1969-02-13","Longview","TX","USA","Longview (DNP)","Longview","TX","USA","0000-00-00","B"
"mcdowha01","Hank","Leigh","McDowell","","","","F-C","81","214","Memphis State","1959-11-13","Memphis","TN","USA","Treadwell","Memphis","TN","USA","0000-00-00","W"
"mcdyean01","Antonio","Keithflen","McDyess","","","","F-C","81","220","Alabama","1974-09-07","Quitman","MS","USA","Quitman","Quitman","MS","USA","0000-00-00","B"
"mcfariv01","Ivan","","McFarlin","","","","F","79","228","Oklahoma State","1982-04-26","Missouri City","TX","USA","Willowridge","Missouri City","TX","USA","0000-00-00","B"
"mcgilbi01","Bill","","McGill","","","The Hill","C-F","81","225","Utah","1939-09-16","San Angelo","TX","USA","Jefferson","Los Angeles","CA","USA","0000-00-00","B"
"mcginge01","George","F.","McGinnis","","","","F-C","80","235","Indiana","1950-08-12","Indianapolis","IN","USA","George Washington","Indianapolis","IN","USA","0000-00-00","B"
"mcglojo01","Jon","P.","McGlocklin","","","Moose, Mac","G-F","77","205","Indiana","1943-06-10","Franklin","IN","USA","Franklin","Franklin","IN","USA","0000-00-00","W"
"mcgratr01","Tracy","Lamar","McGrady","","Jr.","T-Mac","G-F","80","210","none","1979-05-24","Bartow","FL","USA","Mount Zion Christian Academy / Auburndale","Durham / Auburndale","NC / FL","USA","0000-00-00","B"
"mcgriel01","Elton","Wayne","McGriff","","","Mac","C","81","225","Creighton","1942-08-21","Corsicana","TX","USA","","","","","0000-00-00","B"
"mchalke01","Kevin","Edward","McHale","","","","F-C","82","210","Minnesota","1957-12-19","Hibbing","MN","USA","Hibbing","Hibbing","MN","USA","0000-00-00","W"
"mcharma01","Maurice","Franklin","McHartley","","","Mo, Reese, Toothpick","G-F","75","185","North Carolina A&T","1942-08-01","Detroit","MI","USA","Central","Detroit","MI","USA","0000-00-00","B"
"mckenfo01","Forrest","David Walton","McKenzie","","","","F","79","200","Loyola Marymount","1963-02-16","Camden","NJ","USA","Pasadena","Pasadena","CA","USA","0000-00-00","B"
"mckenke01","Kevin","Robert","McKenna","","","","G-F","77","195","Creighton","1959-01-08","St. Paul","MN","USA","Palatine","Palatine","IL","USA","0000-00-00","W"
"mckeyde01","Derrick","Wayne","McKey","","","Heavy D","F-C","81","205","Alabama","1966-10-10","Meridian","MS","USA","Meridian","Meridian","MS","USA","0000-00-00","B"
"mckieaa01","Aaron","Fitzgerald","McKie","","","","G","77","209","Temple","1972-10-02","Philadelphia","PA","USA","Simon Gratz","Philadelphia","PA","USA","0000-00-00","B"
